Datetime,Location Name,Tsu,Vol,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
1992-04-23 04:50:00,"CALIFORNIA:  JOSHUA TREE, ANGELUS OAKS",False,False,33.961,-116.318,12.0,6.3,7.0,,,,,32.0,1.0,,2.0,,,,,,,,,32.0,1.0,,2.0,,,,
1992-04-25 18:06:00,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",True,False,40.368,-124.316,15.0,7.1,8.0,,,,,98.0,2.0,75.0,4.0,,,,,,,,,98.0,2.0,75.0,4.0,,,,
1992-06-28 11:57:00,"CALIFORNIA: LANDERS, YUCCA  VALLEY",False,False,34.201,-116.436,1.0,7.6,9.0,3.0,1.0,,,400.0,3.0,92.0,4.0,,,,,3.0,1.0,,,400.0,3.0,92.0,4.0,,,,
1992-06-28 15:05:00,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",False,False,34.203,-116.827,5.0,6.7,8.0,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,,,
1992-06-29 10:14:00,NEVADA-CALIFORNIA BORDER:  NEVADA TEST SITE,False,False,36.705,-116.293,9.0,5.4,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
1993-03-25 13:34:00,WASHINGTON-OREGON BORDER,False,False,45.035,-122.607,21.0,5.6,7.0,,,,,,,28.4,4.0,,,,,,,,,,,28.4,4.0,,,,
1993-09-21 03:28:00,OREGON:  KLAMATH FALLS,False,False,42.314,-122.012,11.0,6.0,7.0,2.0,1.0,,,,,7.5,3.0,,,,,2.0,1.0,,,,,7.5,3.0,,,,
1994-01-16 01:49:00,"PENNSYLVANIA: READING, FELT TO CANADA",False,False,40.33,-76.037,5.0,4.6,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1994-01-17 12:30:00,CALIFORNIA:  NORTHRIDGE,True,False,34.213,-118.537,18.0,6.7,9.0,60.0,2.0,,,7000.0,4.0,40000.0,4.0,40000.0,4.0,,,60.0,2.0,,,7000.0,4.0,40000.0,4.0,40000.0,4.0,,
1994-02-03 09:05:00,WYOMING:  AFTON,False,False,42.762,-110.976,8.0,5.8,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1994-09-01 15:15:00,CALIFORNIA:  NORTH:  HONEYDEW,True,False,40.402,-125.68,10.0,7.0,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
